Date,Oprice,MaxPrice,MinPrice,CPrice
20100514,2865.58,2888.093,2849.241,2868.023
20100517,2828.882,2828.882,2712.444,2714.715
20100518,2711.407,2781.845,2686.973,2771.348
20100519,2748.952,2803.695,2723.304,2762.174
20100520,2739.219,2793.876,2721.072,2726.022
20100521,2656.419,2769.094,2647.597,2768.791
20100524,2787.751,2886.368,2787.751,2873.469
20100525,2851.256,2855.332,2798.02,2813.943
20100526,2814.444,2839.031,2797.628,2813.944
20100527,2808.048,2866.865,2771.586,2859.979
20100528,2885.857,2893.687,2835.069,2850.302
20100531,2835.334,2857.416,2772.792,2773.264
20100601,2755.284,2782.288,2710.593,2744.162
20100602,2729.328,2757.914,2700.075,2757.527
20100603,2769.096,2787.512,2735.7,2736.076
20100604,2721.359,2748.476,2713.095,2744.391
20100607,2692.831,2716.401,2673.342,2695.715
20100608,2694.106,2720.586,2672.058,2699.336
20100609,2711.642,2787.825,2687.331,2782.133
20100610,2755.94,2776.259,2746.107,2750.023
20100611,2766.196,2782.095,2755.949,2758.866
20100617,2778.533,2784.916,2742.64,2742.733
20100618,2739.032,2755.842,2686.614,2696.166
20100621,2698.984,2784.47,2686.323,2780.663
20100622,2772.886,2795.323,2766.443,2783.72
20100623,2768.695,2788.219,2734.047,2758.495
20100624,2753.712,2783.508,2739.807,2757.498
20100625,2744.122,2759.445,2715.655,2736.287
20100628,2734.507,2751.455,2710.087,2716.777
20100629,2717.465,2724.231,2591.694,2592.019
20100630,2572.912,2575.824,2546.843,2563.07
20100701,2557.92,2574.098,2524.573,2526.071
20100702,2523.035,2542.122,2462.202,2534.105
20100705,2507.354,2529.425,2476.49,2512.651
20100706,2504.869,2563.411,2502.931,2562.902
20100707,2561.106,2580.608,2548.559,2580.477
20100708,2591.509,2602.23,2564.638,2575.921
20100709,2578.555,2662.163,2557.259,2647.104
20100712,2647.421,2689.809,2636.648,2676.218
20100713,2649.658,2649.658,2618.34,2634.593
20100714,2640.925,2684.616,2640.542,2653.609
20100715,2650.334,2680.442,2607.788,2608.519
20100716,2597,2621.332,2573.794,2616.128
20100719,2592.087,2691.937,2585.007,2682.472
20100720,2685.459,2746.237,2685.459,2741.503
20100721,2744.696,2766.205,2733.721,2747.335
20100722,2738.027,2783.138,2734.071,2781.286
20100723,2787.521,2806.979,2769.44,2793.076
20100726,2798.762,2811.953,2775.778,2811.055
20100727,2803.755,2812.208,2785.374,2795.724
20100728,2796.483,2866.404,2784.155,2863.724
20100729,2866.772,2888.599,2851.996,2877.976
20100730,2871.481,2876.136,2844.682,2868.846
20100802,2868.279,2922.612,2867.45,2917.275
20100803,2925.254,2929.614,2865.761,2865.971
20100804,2858.354,2876.595,2818.248,2876.434
20100805,2874.66,2877.31,2833.669,2850.829
20100806,2848.155,2898.534,2821.033,2897.659
20100809,2894.103,2922.624,2888.045,2918.241
20100810,2920.404,2925.296,2832.078,2832.638
20100811,2823.15,2864.361,2823.15,2850.211
20100812,2822.791,2860.369,2810.102,2816.386
20100813,2818.41,2856.043,2799.221,2855.547
20100816,2851.219,2927.688,2843.024,2922.083
20100817,2927.258,2949.73,2917.834,2942.291
20100818,2945.979,2962.749,2924.668,2937.362
20100819,2940.767,2975.188,2928.013,2955.395
20100820,2943.334,2951.956,2892.64,2898.333
20100823,2895.707,2920.541,2886.659,2896.192
20100824,2892.129,2933.118,2866.802,2911.827
20100825,2893.986,2904.662,2842.249,2843.023
20100826,2853.105,2868.878,2836.129,2850.093
20100827,2847.448,2861.074,2833.422,2858.566
20100830,2874.247,2921.085,2872.918,2915.01
20100831,2905.154,2910.06,2889.808,2903.188
20100901,2907.663,2931.76,2859.166,2884.042
20100902,2917.735,2931.547,2903.028,2921.393
20100903,2926.939,2929.548,2891.878,2920.205
20100906,2935.89,2980.424,2935.89,2975.09
20100907,2979.298,2991.435,2959.902,2983.108
20100908,2970.002,2982.72,2953.839,2980.967
20100909,2986.867,2986.867,2922.2,2926.46
20100910,2928.001,2940.79,2890.035,2932.554
20100913,2933.594,2977.078,2925.416,2962.319
20100914,2971.547,2984.466,2954.507,2965.009
20100915,2965.539,2965.539,2905.63,2913.194
20100916,2908.322,2917.849,2834.033,2857.789
20100917,2864.717,2877.083,2847.681,2861.369
20100920,2865.04,2872.219,2829.757,2849.828
20100921,2859.43,2869.38,2844.125,2857.476
20100927,2869.928,2905.526,2864.209,2905.029
20100928,2900.536,2900.536,2875.658,2880.907
20100929,2877.269,2908.732,2866.854,2874.812
20100930,2859.06,2935.595,2857.418,2935.574
20101008,2965.652,3055.836,2963.237,3044.233
20101011,3069.188,3154.204,3069.188,3132.895
20101012,3121.636,3173.849,3106.224,3172.726
20101013,3176.886,3221.646,3165.578,3217.577
20101014,3245.133,3286.023,3215.031,3224.14
20101015,3204.723,3327.683,3199.122,3327.683
20101018,3345.804,3390.015,3288.781,3306.16
20101019,3300.517,3375.867,3279.999,3375.674
20101020,3304.221,3439.225,3301.009,3396.879
20101021,3404.721,3418.091,3344.962,3374.685
20101022,3365.597,3408.491,3346.111,3378.655
20101025,3386.85,3481.347,3366.43,3481.081
20101026,3491.474,3499.817,3436.463,3466.084
20101027,3451.427,3490.217,3398.095,3403.872
20101028,3390.426,3420.885,3371.439,3397.692
20101029,3400.262,3404.6,3351.601,3379.983
20101101,3390.413,3472.995,3390.413,3472.995
20101102,3484.232,3522.175,3449.724,3463.131
20101103,3462.74,3474.707,3419.08,3420.341
20101104,3426.46,3480.929,3419.643,3480.505
20101105,3538.988,3554.47,3498.276,3520.798
20101108,3534.191,3549.305,3506.375,3548.566
20101109,3547.44,3547.44,3498.623,3523.954
20101110,3507.195,3508.275,3470.968,3499.111
20101111,3490.738,3557.987,3484.891,3509.975
20101112,3484.606,3497.061,3284.348,3291.833
20101115,3298.737,3319.976,3241.758,3314.893
20101116,3311.616,3311.616,3155.475,3169.538
20101117,3124.109,3168.931,3087.507,3103.906
20101118,3134.937,3158.629,3097.388,3147.962
20101119,3168.165,3178.846,3076.213,3178.846
20101122,3148.215,3200.472,3137.751,3171.941
20101123,3156.478,3156.478,3061.623,3107.176
20101124,3088.992,3177.412,3088.992,3177.043
20101125,3197.965,3227.054,3172.282,3223.484
20101126,3214.132,3224.517,3170.364,3194.853
20101129,3183.54,3206.756,3159.459,3190.05
20101130,3187.529,3205.782,3060.438,3136.985
20101201,3127.262,3150.436,3111.645,3136.024
20101202,3185.76,3194.226,3154.32,3155.059
20101203,3161.93,3171.378,3134.419,3158.156
20101206,3168.875,3185.332,3140.555,3165.57
20101207,3152.733,3214.691,3112.223,3200.339
20101208,3194.895,3215.281,3166.766,3171.882
20101209,3155.996,3175.052,3122.196,3123.366
20101210,3107.379,3172.163,3101.083,3161.977
20101213,3176.335,3261.344,3173.564,3261.061
20101214,3270.201,3279.365,3254.181,3269.474
20101215,3270.781,3282.772,3242.516,3247.644
20101216,3246.013,3258.394,3224.122,3230.665
20101217,3229.297,3232.839,3212.579,3225.661
20101220,3239.022,3249.763,3117.998,3178.657
20101221,3184.7,3251.551,3168.889,3249.509
20101222,3253.821,3263.45,3201.669,3215.453
20101223,3210.67,3237.644,3183.152,3188.607
20101224,3170.642,3187.724,3139.454,3162.955
20101227,3176.107,3219.655,3092.263,3099.709
20101228,3084.823,3095.358,3041.328,3044.931
20101229,3049.928,3062.557,3025.22,3061.83
20101230,3063.05,3079.909,3027.898,3064.098
20101231,3069.053,3129.446,3067.108,3128.261
20110104,3155.557,3194.358,3143.604,3189.682
20110105,3170.181,3193.779,3158.871,3175.662
20110106,3177.835,3198.052,3152.572,3159.643
20110107,3156.362,3209.9,3141.125,3166.624
20110110,3162.085,3182.782,3102.428,3108.187
20110111,3096.249,3131.292,3084.513,3124.922
20110112,3135.18,3153.43,3099.413,3142.337
20110113,3153.985,3157.036,3127.158,3141.284
20110114,3129.667,3129.667,3083.511,3091.862
20110117,3067.433,3078.88,2968.61,2974.35
20110118,2965.424,2984.47,2947.6,2977.648
20110119,2978.457,3045.605,2967.243,3044.851
20110120,3037.862,3037.862,2944.498,2944.713
20110121,2935.233,3030.265,2935.138,2983.456
20110124,2986.092,2999.201,2943.92,2954.232
20110125,2949.647,2960.587,2919.162,2938.654
20110126,2939.773,2982.322,2939.356,2978.431
20110127,2953.589,3037.159,2935.271,3026.466
20110128,3020.122,3047.266,3011.375,3036.735
20110131,3035.418,3076.547,3032.449,3076.508
20110201,3083.493,3087.225,3062.83,3077.283
20110209,3055.398,3087.551,3031.749,3040.949
20110210,3034.079,3105.324,3024.349,3104.163
20110211,3100.274,3133.499,3092.582,3120.956
20110214,3123.246,3227.432,3123.246,3219.143
20110215,3223.222,3259.639,3215.619,3217.671
20110216,3211.135,3248.849,3195.467,3248.527
20110217,3255.626,3265.257,3218.913,3245.907
20110218,3240.051,3242.374,3203.12,3211.876
20110221,3192.146,3258.28,3189.848,3257.908
20110222,3267.615,3269.048,3161.833,3163.578
20110223,3152.441,3182.185,3145.986,3174.742
20110224,3170.236,3195.688,3157.969,3190.935
20110225,3190.872,3213.792,3159.847,3197.617
20110228,3200.677,3241.597,3178.831,3239.559
20110301,3241.714,3273.511,3235.754,3254.893
20110302,3237.116,3257.419,3202.833,3243.298
20110303,3248.156,3271.64,3221.038,3221.718
20110304,3223.507,3273.658,3217.477,3270.666
20110307,3287.405,3337.466,3287.405,3334.51
20110308,3335.71,3342.711,3311.722,3337.457
20110309,3344.1,3355.487,3322.698,3338.858
20110310,3330.444,3330.444,3279.33,3280.259
20110311,3263.081,3290.7,3240.181,3247.376
20110314,3238.905,3263.906,3230.114,3262.92
20110315,3250.595,3250.595,3147.957,3203.961
20110316,3204.919,3250.878,3202.931,3248.195
20110317,3216.288,3240.381,3185.084,3197.1
20110318,3228.915,3239.963,3205.144,3215.685
20110321,3220.677,3236.279,3194.145,3207.11
20110322,3217.8,3227.797,3175.93,3222.961
20110323,3222.325,3267.004,3216.653,3264.926
20110324,3269.575,3273.37,3250.023,3251.361
20110325,3256.179,3304.264,3254.683,3294.484
20110328,3307.405,3328.07,3286.856,3290.571
20110329,3288.564,3309.199,3256.337,3257.979
20110330,3256.722,3274.977,3233.109,3256.08
20110331,3257.164,3264.956,3210.174,3223.288
20110401,3227.564,3272.768,3220.911,3272.729
20110406,3269.19,3315.299,3268.765,3311.067
20110407,3313.467,3330.805,3302.818,3324.419
20110408,3321.54,3353.889,3314.089,3353.358
20110411,3363.37,3380.527,3331.174,3333.427
20110412,3324.754,3350.156,3307.476,3326.771
20110413,3311.324,3372.031,3296.507,3372.031
20110414,3374.324,3378.703,3347.488,3353.56
20110415,3345.134,3378.106,3323.563,3358.944
20110418,3346.149,3372.9,3335.599,3359.438
20110419,3334.912,3334.912,3290.736,3295.812
20110420,3300.418,3311.725,3281.827,3295.758
20110421,3312.271,3330.244,3301.936,3317.367
20110422,3317.083,3325.459,3291.638,3299.942
20110425,3292.48,3292.48,3247.691,3249.574
20110426,3242.529,3257.8,3216.21,3230.96
20110427,3242.619,3256.413,3189.04,3209.503
20110428,3224.413,3237.192,3160.406,3161.776
20110429,3161.158,3193.599,3147.137,3192.723
20110503,3192.845,3212.055,3164.926,3211.132
20110504,3192.844,3193.446,3120.961,3129.028
20110505,3115.003,3136.897,3105.854,3126.117
20110506,3093.809,3141.683,3083.908,3121.396
20110509,3126.26,3149.937,3118.141,3129.759
20110510,3135.146,3153.301,3121.746,3153.221
20110511,3153.648,3164.65,3127.494,3145.085
20110512,3123.158,3142.397,3101.136,3101.603
20110513,3105.303,3128.442,3080.19,3128.093
20110516,3120.436,3137.604,3098.776,3100.463
20110517,3097.071,3136.231,3076.946,3116.028
20110518,3109.294,3145.698,3106.552,3139.379
20110519,3148.353,3154.935,3118.619,3120.639
20110520,3120.579,3133.429,3113.271,3121.596
20110523,3115.312,3115.312,3021.45,3022.98
20110524,3013.715,3029.746,2999.885,3026.223
20110525,3020.323,3030.988,2988.094,2990.343
20110526,3011.466,3021.203,2977.596,2978.381
20110527,2980.721,2996.605,2962.067,2963.308
20110530,2956.575,2982.583,2942.361,2954.506
20110531,2958.607,3001.727,2946.146,3001.556
20110601,2996.085,3006.556,2985.711,3004.173
20110602,2970.634,2984.491,2923.016,2955.705
20110603,2951.579,2993.895,2951.201,2986.349
20110607,2977.681,3006.569,2974.361,3004.262
20110608,3003.581,3012.806,2965.923,3008.652
20110609,3000.404,3004.06,2951.889,2951.889
20110610,2947.927,2964.079,2925.868,2961.932
20110613,2940.391,2957.523,2921.746,2950.348
20110614,2947.655,3000.526,2943.531,2993.559
20110615,2984.962,2999.15,2963.112,2963.119
20110616,2939.681,2946.815,2915.401,2917.578
20110617,2916.405,2934.061,2891.015,2892.157
20110620,2888.935,2896.081,2862.408,2874.896
20110621,2883.354,2909.572,2877.054,2909.073
20110622,2913.666,2921.034,2894.178,2908.582
20110623,2899.013,2966.54,2888.678,2957.629
20110624,2946.609,3047.943,2944.051,3027.47
20110627,3028.496,3056.023,3019.236,3036.491
20110628,3040.183,3046.797,3013.996,3041.734
20110629,3039.047,3043.815,2999.953,3000.169
20110630,3003.23,3058.625,3003.23,3044.089
20110701,3052.12,3071.206,3034.072,3049.745
20110704,3064.935,3124.582,3064.935,3121.98
20110705,3122.899,3128.529,3105.086,3122.5
20110706,3116.121,3116.121,3084.834,3113.712
20110707,3123.29,3140.102,3101.096,3101.68
20110708,3105.486,3124.386,3093.374,3109.183
20110711,3097.874,3120.998,3086.263,3113.206
20110712,3089.136,3090.097,3054.8,3056.905
20110713,3060.42,3108.497,3060.42,3106.247
20110714,3112.587,3126.153,3092.473,3115.745
20110715,3105.497,3130.775,3097.336,3128.889
20110718,3131.803,3137.922,3113.667,3122.6
20110719,3108.472,3109.916,3088.377,3095.125
20110720,3113.705,3119.543,3071.85,3091.567
20110721,3092.271,3099.278,3058.255,3059.139
20110722,3066.192,3083.191,3059.598,3067.985
20110725,3050.897,3050.897,2958.878,2968.289
20110726,2965.721,2980.857,2957.61,2977.766
20110727,2961.576,3002.691,2951.516,3000.052
20110728,2973.642,2984.375,2956.71,2981.002
20110729,2981.021,2995.974,2948.076,2972.079
20110801,2969.106,2991.051,2958.832,2977.721
20110802,2958.85,2958.85,2919.014,2956.383
20110803,2930.193,2969.132,2927.096,2954.87
20110804,2962.913,2983.012,2951.838,2960.309
20110805,2881.737,2916.41,2868.157,2897.417
20110808,2864.514,2888.769,2747.967,2793.897
20110809,2720.953,2812.769,2697.062,2798.19
20110810,2845.352,2858.553,2820.123,2824.12
20110811,2779.715,2867.311,2777.761,2866.924
20110812,2881.554,2894.224,2868.871,2875.365
20110815,2883.174,2917.883,2870.19,2917.883
20110816,2920.829,2932.14,2888.334,2897.581
20110817,2893.849,2910.835,2881.631,2886.013
20110818,2887.103,2889.997,2832.269,2834.254
20110819,2789.346,2814.099,2782.556,2807.664
20110822,2809.329,2829.687,2768.418,2777.787
20110823,2788.699,2821.003,2777.287,2821.003
20110824,2834.577,2845.47,2804.818,2810.016
20110825,2818.701,2904.438,2815.912,2903.837
20110826,2889.382,2907.398,2876.828,2901.216
20110829,2875.784,2875.784,2847.476,2852.809
20110830,2875.144,2901.733,2838.33,2841.74
20110831,2843.993,2855.305,2823.77,2846.776
20110901,2852.386,2869.249,2825.956,2834.535
20110902,2828.839,2836.624,2790.769,2803.854
20110905,2780.834,2780.834,2743.383,2743.817
20110906,2727.749,2745.36,2711.071,2723.303
20110907,2738.789,2779.205,2730.055,2779.09
20110908,2788.832,2789.112,2755.799,2756.105
20110909,2770.153,2796.352,2739.62,2751.095
20110913,2712.443,2726.185,2698.66,2720.283
20110914,2729.256,2736.905,2677.127,2733.108
20110915,2734.552,2754.193,2728.905,2729.051
20110916,2744.218,2755.889,2728.995,2733.987
20110919,2718.318,2718.318,2678.795,2679.27
20110920,2675.043,2702.28,2664.1,2689.845
20110921,2691.701,2778.353,2677.349,2771.011
20110922,2745.146,2754.917,2684.94,2685.688
20110923,2644.294,2681.227,2631.425,2669.478
20110926,2645.245,2679.56,2603.108,2610.919
20110927,2634.925,2652.56,2613.423,2637.879
20110928,2654.83,2660.099,2602.63,2610.59
20110929,2593.559,2615.144,2577.286,2588.185
20110930,2595.582,2607.566,2572.193,2581.351
20111010,2588.349,2595.324,2552.284,2557.082
20111011,2625.163,2635.694,2526.649,2551.994
20111012,2537.398,2647.015,2523.344,2644.758
20111013,2636.863,2672.91,2629.405,2662.601
20111014,2655.358,2665.443,2629.879,2653.782
20111017,2658.947,2687.102,2653.384,2666.951
20111018,2646.841,2651.732,2589.205,2592.209
20111019,2599.917,2617.411,2580.663,2583.081
20111020,2566.603,2570.101,2500.486,2520.532
20111021,2522.257,2538.117,2504.693,2507.877
20111024,2517.059,2581.125,2501.956,2576.669
20111025,2572.708,2633.968,2560.047,2625.425
20111026,2613.272,2679.658,2611.012,2651.652
20111027,2658.428,2672.84,2647.296,2657.478
20111028,2694.542,2729.139,2689.376,2709.017
20111031,2704.535,2709.317,2680.992,2695.307
20111101,2672.508,2726.088,2669.05,2697.534
20111102,2658.547,2742.938,2653.722,2742.39
20111103,2752.627,2781.039,2743.196,2744.301
20111104,2770.572,2781.99,2748.978,2763.746
20111107,2750.991,2769.296,2733.168,2736.248
20111108,2745.059,2756.091,2723.693,2727.71
20111109,2739.154,2755.811,2710.054,2751.654
20111110,2720.836,2729.572,2698.306,2699.588
20111111,2705.243,2713.914,2685.101,2695.002
20111114,2717.544,2751.88,2714.862,2750.195
20111115,2746.773,2754.001,2732.913,2744.68
20111116,2745.858,2746.29,2659.148,2670.116
20111117,2671.953,2687.831,2660.651,2662.017
20111118,2643.667,2646.209,2601.179,2606.495
20111121,2608.556,2613.262,2587.742,2609.687
20111122,2592.229,2611.15,2580.781,2609.475
20111123,2613.291,2617.088,2578.157,2584.011
20111124,2565.686,2604.236,2557.695,2588.915
20111125,2585.137,2598.392,2563.65,2569.973
20111128,2578.344,2589.354,2562.493,2573.321
20111129,2595.086,2609.187,2580.293,2608.569
20111130,2600.099,2601.9,2507.184,2521.52
20111201,2596.153,2630.664,2577.722,2583.613
20111202,2570.56,2575.692,2543.532,2557.311
20111205,2561.2,2561.2,2517.179,2521.385
20111206,2515.044,2525.666,2499.574,2516.341
20111207,2517.341,2534.529,2509.777,2528.228
20111208,2525.041,2549.101,2494.694,2525.001
20111209,2506.624,2525.162,2496.972,2503.461
20111212,2497.922,2502.046,2476.116,2477.692
20111213,2467.016,2472.656,2418.673,2421.928
20111214,2415.944,2433.55,2392.299,2397.48
20111215,2382.441,2384.473,2340.447,2340.788
20111216,2339.976,2390.378,2332.14,2390.129
20111219,2370.418,2387.89,2321.657,2384.408
20111220,2376.709,2412.572,2373.86,2377.073
20111221,2397.275,2404.775,2337.693,2339.108
20111222,2325.27,2358.468,2294.607,2341.335
20111223,2337.382,2382.709,2331.958,2359.159
20111226,2345.555,2369.818,2334.794,2335.702
20111227,2332.826,2346.384,2302.411,2305.035
20111228,2295.866,2309.645,2267.114,2307.928
20111229,2297.288,2323.488,2293.872,2311.361
20111230,2318.673,2349.029,2318.673,2345.742
20120104,2361.499,2365.988,2298.298,2298.753
20120105,2290.78,2316.657,2272.153,2276.385
20120106,2274.352,2291.885,2254.567,2290.601
20120109,2291.182,2368.889,2271.717,2368.57
20120110,2365.768,2449.955,2361.281,2447.349
20120111,2444.757,2453.146,2423.322,2435.608
20120112,2426.82,2464.378,2423.321,2435.219
20120113,2438.405,2445.787,2374.545,2394.334
20120116,2376.953,2394.498,2345.633,2345.649
20120117,2347.568,2462.429,2329.248,2460.601
20120118,2464.92,2485.498,2414.527,2422.189
20120119,2423.857,2480.206,2414.985,2468.35
20120120,2476.73,2510.34,2462.594,2504.086
20120130,2508.877,2508.877,2460.396,2460.72
20120131,2462.338,2472.839,2447.768,2464.26
20120201,2458.233,2481.664,2423.45,2428.994
20120202,2437.47,2486.238,2429.709,2486.238
20120203,2478.336,2514.645,2470.28,2506.09
20120206,2511.172,2520.758,2488.709,2504.322
20120207,2489.032,2489.032,2441.698,2457.954
20120208,2456.422,2534.162,2450.999,2528.236
20120209,2525.589,2546.025,2513.131,2529.231
20120210,2521.676,2560.027,2521.155,2533.624
20120213,2504.41,2553.446,2496.305,2531.981
20120214,2528.967,2533.264,2506.537,2522.107
20120215,2515.829,2562.071,2511.289,2549.607
20120216,2544.641,2559.345,2519.043,2536.074
20120217,2551.815,2558.345,2522.856,2537.086
20120220,2571.907,2574.746,2539.904,2540.706
20120221,2544.835,2562.909,2520.786,2562.453
20120222,2564.315,2598.863,2560.343,2597.476
20120223,2595.779,2614.537,2590.518,2606.256
20120224,2607.339,2648.017,2602.776,2648.017
20120227,2658.121,2693.843,2656.573,2656.573
20120228,2652.342,2671.833,2641.459,2662.463
20120229,2655.858,2666.647,2631.784,2634.143
20120301,2622.737,2647.785,2621.858,2633.345
20120302,2637.961,2679.934,2637.961,2679.934
20120305,2687.74,2694.612,2660.955,2662.698
20120306,2654.799,2657.963,2615.6,2621.052
20120307,2596.479,2628.585,2594.128,2603.005
20120308,2612.403,2645.953,2612.403,2635.791
20120309,2644.1,2664.414,2631.406,2664.302
20120312,2663.243,2666.432,2636.423,2654.402
20120313,2653.681,2681.334,2649.169,2681.073
20120314,2694.475,2705.754,2595.342,2605.106
20120315,2602.661,2618.252,2575.437,2585.546
20120316,2591.8,2624.316,2577.245,2623.52
20120319,2617.662,2631.045,2598.63,2630.013
20120320,2622.66,2622.66,2584.024,2584.445
20120321,2597.375,2613.269,2569.075,2587.793
20120322,2586.938,2599.244,2570.446,2583.747
20120323,2575.327,2578.825,2544.525,2552.94
20120326,2551.425,2562.929,2540.696,2555.442
20120327,2565.551,2571.899,2544.373,2547.143
20120328,2538.458,2540.417,2471.034,2474.9
20120329,2463.688,2476.478,2429.732,2443.122
20120330,2447.939,2461.977,2438.488,2454.899
20120405,2449.208,2517.386,2441.269,2512.832
20120406,2509.445,2525.534,2502.703,2519.83
20120409,2510.533,2518.378,2491.592,2495.146
20120410,2490.283,2519.812,2459.348,2519.788
20120411,2494.517,2541.126,2489.325,2520.036
20120412,2522.828,2570.842,2516.568,2570.436
20120413,2575.052,2593.788,2570.035,2580.454
20120416,2564.231,2586.198,2559.781,2574.044
20120417,2572.364,2578.76,2541.535,2541.883
20120418,2550.905,2602.106,2545.996,2599.908
20120419,2598.329,2606.86,2585.301,2596.056
20120420,2591.51,2627.375,2589.351,2626.839
20120423,2624.751,2632.092,2599.112,2606.038
20120424,2594.801,2640.295,2559.464,2604.866
20120425,2598.228,2631.438,2593.327,2625.99
20120426,2632.718,2643.768,2617.089,2631.487
20120427,2630.549,2637.918,2623.598,2626.157
20120502,2660.673,2697.949,2643.527,2683.487
20120503,2679.517,2693.88,2675.811,2691.518
20120504,2689.624,2716.033,2677.14,2715.879
20120507,2699.447,2717.778,2694.321,2717.778
20120508,2717.408,2717.825,2683.562,2709.116
20120509,2685.187,2685.187,2655.322,2657.514
20120510,2657.87,2667.675,2649.38,2657.214
20120511,2652.313,2666.566,2636.523,2636.917
20120514,2653.806,2656.284,2613.349,2615.534
20120515,2597.644,2618.175,2591.598,2617.374
20120516,2610.161,2612.625,2574.082,2574.647
20120517,2577.961,2619.589,2571.201,2613.942
20120518,2595.547,2603.191,2567.302,2573.976
20120521,2572.369,2604.219,2563.973,2587.231
20120522,2598.167,2627.602,2597.603,2627.525
20120523,2621.786,2635.78,2598.29,2616.869
20120524,2613.095,2630.414,2588.209,2595.26
20120525,2595.261,2602.17,2565.647,2573.103
20120528,2562.596,2614.849,2545.336,2614.689
20120529,2615.145,2658.255,2612.564,2650.854
20120530,2646.37,2655.163,2636.518,2642.258
20120531,2623.158,2645.591,2617.228,2632.042
20120601,2633.601,2653.857,2623.289,2632.998
20120604,2598.733,2608.316,2558.92,2559.026
20120605,2565.186,2573.887,2548.76,2558.842
20120606,2564.226,2573.739,2547.334,2557.401
20120607,2579.425,2584.039,2536.258,2542.184
20120608,2558.843,2559.128,2520.409,2524.329
20120611,2529.599,2565.429,2523.774,2558.265
20120612,2543.765,2553.915,2529.951,2540.178
20120613,2546.791,2581.115,2539.632,2580.636
20120614,2573.329,2584.709,2558.565,2560.421
20120615,2565.189,2580.17,2538.572,2568.054
20120618,2576.629,2593.218,2572.987,2581.212
20120619,2577.362,2577.362,2556.103,2558.621
20120620,2563.643,2570.663,2549.438,2552.611
20120621,2547.048,2547.048,2502.419,2512.185
20120625,2501.163,2501.163,2455.008,2456.518
20120626,2442.562,2465.12,2434.64,2454.915
20120627,2452.666,2470.762,2444.343,2447.195
20120628,2451.664,2459.189,2425.24,2425.729
20120629,2418.862,2462.815,2417.486,2461.612
20120702,2473.545,2473.966,2452.986,2465.238
20120703,2464.85,2490.547,2457.449,2468.721
20120704,2474.527,2481.336,2455.995,2464.919
20120705,2450.3,2450.3,2420.001,2430.37
20120706,2435.059,2477.231,2420.356,2472.614
20120709,2455.892,2470.205,2414.953,2416.036
20120710,2411.003,2426.529,2402.371,2406.706
20120711,2402.184,2427.795,2402.154,2425.572
20120712,2420.036,2460.559,2404.584,2449.181
20120713,2441.013,2467.99,2438.979,2450.633
20120716,2452.595,2452.595,2399.61,2399.731
20120717,2391.897,2421.929,2391.281,2414.201
20120718,2412.062,2420.778,2373.647,2414.335
20120719,2407.443,2444.057,2401.291,2424.322
20120720,2415.71,2423.804,2392.181,2398.455
20120723,2379.885,2379.885,2357.507,2365.431
20120724,2353.22,2392.353,2352.803,2375.992
20120725,2368.384,2381.043,2357.468,2360.083
20120726,2360.134,2374.874,2344.695,2347.488
20120727,2353.942,2364.984,2341.293,2349.108
20120730,2350.782,2367.029,2333.999,2335.793
20120731,2336.882,2350.071,2329.505,2332.922
20120801,2332.129,2371.122,2331.949,2358.651
20120802,2354.073,2358.559,2325.608,2334.882
20120803,2340.25,2354.156,2329.934,2353.737
20120806,2350.117,2388.363,2348.119,2385.611
20120807,2383.257,2390.782,2379.452,2388.873
20120808,2390.959,2405.183,2382.825,2389.795
20120809,2388.43,2412.142,2378.854,2411.7
20120810,2409.937,2413.423,2395.912,2399.751
20120813,2394.504,2394.504,2350.808,2351.931
20120814,2352.659,2357.847,2324.906,2357.016
20120815,2350.022,2350.022,2330.15,2331.615
20120816,2327.91,2335.397,2317.061,2319.67
20120817,2318.432,2322.885,2295.158,2313.476
20120820,2294.901,2307.406,2279.946,2301.788
20120821,2301.932,2327.375,2296.551,2313.703
20120822,2315.14,2317.373,2285.755,2295.586
20120823,2298.18,2311.653,2285.367,2302.199
20120824,2295.684,2299.298,2274.566,2275.677
20120827,2268.485,2268.485,2228.151,2228.204
20120828,2226.898,2250.6,2222.001,2238.411
20120829,2230.199,2240.112,2214.429,2214.814
20120830,2204.515,2223.195,2188.724,2211.37
20120831,2205.573,2218.866,2203.123,2204.868
20120903,2201.123,2236.563,2197.708,2228.369
20120904,2231.716,2234.875,2199.509,2204.407
20120905,2199.743,2209.536,2186.962,2199.875
20120906,2204.436,2218.68,2199.857,2217.823
20120907,2233.912,2341.522,2233.912,2317.179
20120910,2320.557,2334.496,2313.572,2326.666
20120911,2316.532,2316.532,2294.82,2311.89
20120912,2325.925,2337.196,2298.297,2320.071
20120913,2316.679,2325.534,2298.367,2298.461
20120914,2324.012,2332.417,2298.83,2315.542
20120917,2312.055,2314.989,2258.182,2258.705
20120918,2249.425,2253.144,2228.042,2235.239
20120919,2237.218,2249.243,2229.489,2246.236
20120920,2236.191,2236.191,2194.221,2195.951
20120921,2190.327,2217.473,2186.53,2199.063
20120924,2183.969,2225.805,2172.879,2215.516
20120925,2209.975,2225.334,2202.376,2210.154
20120926,2208.906,2216.824,2181.083,2184.891
20120927,2186.004,2266.297,2185.766,2251.717
20120928,2235.057,2297.033,2234.323,2293.106
20121008,2291.961,2305.18,2258.11,2270.054
